text,language,longitude,latitude,retweet_count,favorite_count,user_id,user_location,followers_count,friends_count,is_retweet,is_quote,tweet_created_at
Got all but 1 of my trips through the end of the year booked. Now just gotta cross fingers and hope that I don’t ha… ,en,151.09100084,-33.92303467,0,0,142649779,sydney,543.0,265.0,False,False,2021-05-16 05:30:27
0130 Update: M 4.6 - 143 km SW of Kokopo  Papua New Guinea (Mag: 4.60  Depth: 119.22km  @ 2021-05-16 08:44:11Z) Upd… ,tl,151.5482,-5.4235,0,0,180365358,clayton,228.0,57.0,False,False,2021-05-16 05:30:41
&amp;b #atthesource smooth - Drinking a Powder Day Cookies And Cream by @NomadsBrewing at @NomadsBrewing  — ,en,151.27200000000005,-33.7641,0,0,90997862,manly,1299.0,1755.0,False,False,2021-05-16 05:30:47
@crk5 DON’T JINX IT! ,en,151.09094243,-33.92303467,0,0,142649779,sydney,543.0,265.0,False,False,2021-05-16 05:32:13
Just posted a photo @ Hilton Cairns ,en,145.78024881,-16.92304686,0,0,111260194,australia,1106.0,1081.0,False,False,2021-05-16 05:32:59
Komodo🦎 adalah salah satu Jenis Dinosaurus🦖🦕 yg Masih Bertahan Hingga Sekarang  Rusa🦌 yg di Foto Slide ke-3 akan di… ,in,119.48944444,-8.54333333,0,0,116081175,üt: -6.35055,1176.0,166.0,False,False,2021-05-16 05:35:58
Just posted a video @ Beverley Park ,en,151.12859057,-33.97786784,0,0,2309570024,captain cook drive,186.0,138.0,False,False,2021-05-16 05:37:10
Just posted a photo @ Adelaide  South Australia ,en,138.6,-34.9288,0,0,1479005060,adelaide,38.0,152.0,False,False,2021-05-16 05:38:25
Just posted a photo @ Cellarbrations at Subiaco ,en,115.82214117,-31.94730094,0,0,742973452055937024,subiaco,42.0,143.0,False,False,2021-05-16 05:38:47
If there was heaven on earth..its Bunnings #bunnings @ Bendigo  Victoria ,en,144.28143,-36.75751,0,0,2836736400,victoria,24.0,292.0,False,False,2021-05-16 05:39:14
No ma'am I am NOT thinking about perching on your washing  Iam just going to sit here quietly and see if any of the… ,en,151.09901000000005,-33.7049,0,0,806387323126554625,hornsby,152.0,117.0,False,False,2021-05-16 05:39:45
Dear Mr Tree please vacate my driveway #needachainsaw🪚 #sundayvibes #daylesfordlifestyle🌳 @ Daylesford  Victoria ,en,144.14213,-37.34459,0,0,2801574410,melbourne,47.0,293.0,False,False,2021-05-16 05:39:59
DSS 35 carrier lock on Mars Reconnaissance Orbiter Frequency: 8.4392GHz Signal strength: -120dBm OUT OF LOCK OUT OF LOCK 1 TURB,en,148.981667,-35.401389,0,0,3380828067,goldstone,6504.0,13.0,False,False,2021-05-16 05:41:16
Just posted a video @ Sydney  Australia ,en,151.20797,-33.86751,0,0,189809955,sydney,20.0,42.0,False,False,2021-05-16 05:41:50
This stroppy chirbler has just been enjoying watching one of the cockatoos getting told off @ Hornsby  New South Wa… ,en,151.09901000000005,-33.7049,0,0,806387323126554625,hornsby,152.0,117.0,False,False,2021-05-16 05:42:00
DSS 35 receiving data from Mars Reconnaissance Orbiter at 1.3Mb/s. IN LOCK IN LOCK 1 TURB,en,148.981667,-35.401389,0,0,3380828067,goldstone,6504.0,13.0,False,False,2021-05-16 05:42:26
&amp;b punchy - Drinking a Cosmic Liquid Kiss by @yeastieboys at @NomadsBrewing  — ,en,151.27200000000005,-33.7641,0,0,90997862,manly,1299.0,1755.0,False,False,2021-05-16 05:43:40
"Join the Thermo Fisher Scientific team! See our latest #Engineering job openings  including ""Regulatory Affairs Spe… ",en,145.230328,-37.8991785,0,0,35929770,melbourne,230.0,161.0,False,False,2021-05-16 05:44:49
Just posted a photo @ Australia Zoo ,en,152.96077769,-26.83756467,0,0,61711184,townsville,145.0,23.0,False,False,2021-05-16 05:45:38
Finally going to the big attraction after living here for about 10 months 😅😅😅 @ Bundaberg Rum Factory ,en,152.36686848,-24.85379834,0,0,2767373973,edinburgh,580.0,527.0,False,False,2021-05-16 05:45:42
Love my job @ MSAC ,en,145.08146983,-37.88695756,0,0,45426198,australia,88.0,24.0,False,False,2021-05-16 05:46:51
Cool orb @ The Psychic Universe ,en,145.00217,-37.88476,0,0,20273272,melbourne ,278.0,2054.0,False,False,2021-05-16 05:47:39
Just posted a photo @ Eurotrash ,en,144.99356611,-37.85063606,0,0,238549544,melbourne australia,398.0,1661.0,False,False,2021-05-16 05:47:50
#lacroix Nazare @ Scrivener Dam ,en,149.07288621,-35.30063995,0,0,23756458,vic,152.0,162.0,False,False,2021-05-16 05:50:12
Just posted a photo @ Noosa Main Beach ,en,153.09065246,-26.387266600000004,0,0,26951039,perth,2542.0,425.0,False,False,2021-05-16 05:50:58
Julianna finished her amazing lime fusion quilt in class today. #fantasticfusionworkshop #lisawaltonworkshops… ,en,151.5898358,-32.63047460000001,0,0,15787086,sydney australia,532.0,264.0,False,False,2021-05-16 05:50:58
RUFFIT ... The love of my life ❤️.. sorry Heeeeee . The best friend a girl ever had !! #ruffit #dogslife #doglovers… ,en,153.3921,-28.0183,0,0,25960436,gold coast australia,969.0,1274.0,False,False,2021-05-16 05:52:30
Surfing the wave #evolve #esk8 @ National Museum of Australia ,en,149.12103653,-35.29294683,0,0,23756458,vic,152.0,162.0,False,False,2021-05-16 05:52:39
Just posted a photo @ The Society inc. by Sibella Court ,en,151.17298007,-33.91293248,0,0,193511555,st peters,4591.0,152.0,False,False,2021-05-16 05:54:13
Just posted a video @ Muscle Medicine Melbourne ,en,145.08463999999995,-37.65391,0,0,922633783441887237,mel,9.0,26.0,False,False,2021-05-16 05:54:54
Sunday arvo at the 'G. Blues and Demons.  First crowd we've been in since early 2020. Unfortunately too many Demons… ,en,144.98346154,-37.81984,0,0,15510386,mentone vic australia,3539.0,4735.0,False,False,2021-05-16 05:55:15
Nice 👍 sunny ☀️ afternoon @ Cambridge Park ,en,150.73074708,-33.75428966,0,0,1404672865,camebridge park ,511.0,1184.0,False,False,2021-05-16 05:57:11
WORLD WIDE FREEDOM RALLY Brisbane 15 may 2021  I was there!  Organised by The Peoples Revolution  @triccytriddy @ B… ,en,153.0284,-27.4699,0,0,59088290,brisbane,323.0,1114.0,False,False,2021-05-16 05:57:11
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 05:57:37
Mitsubishi Magna AWD VRX V6 Walk-Around &amp; start up. #carengine #6g74 #mitsubishimagnavrx #magnavrx #mitsubishimagna… ,en,147.1376,-41.4357,0,0,979585567879962624,tasmania,348.0,64.0,False,False,2021-05-16 05:57:54
Just posted a video @ North Melbourne  Victoria ,en,144.9497,-37.8031,0,0,14594213,melbourne,344.0,297.0,False,False,2021-05-16 05:57:59
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:08:04
Just posted a photo @ Gadigal Land ,en,151.213494,-33.858546999999994,0,0,135098211,sydney & └a,436.0,142.0,False,False,2021-05-16 06:08:38
Just posted a photo @ Cooper's Hotel ,en,151.18153363,-33.89521893,0,0,98882337,sydney,59.0,56.0,False,False,2021-05-16 06:09:25
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:09:26
BEFORE PICS: Home made New England Lobster Rolls 🦞🦞 first time making these at home from scratch! 🤞👩‍🍳😊… ,en,144.9661,-37.8156,0,0,344422720,melbourne,2067.0,2309.0,False,False,2021-05-16 06:09:35
Hi Dicty here  so happy!!!! Walked 3 x today: 8 am  12 noon and 3pm. Got to roll in the dirt so many times!!!! All… ,en,149.124,-35.3081,0,0,42374421,australia,10.0,306.0,False,False,2021-05-16 06:10:15
&amp;b #atthesource smashable - Drinking a Brookie Pilsner by @NomadsBrewing at @NomadsBrewing  — ,en,151.27200000000005,-33.7641,0,0,90997862,manly,1299.0,1755.0,False,False,2021-05-16 06:10:44
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:11:09
Just posted a photo @ Katoomba  New South Wales ,en,150.31224308,-33.68319535,0,0,39749533,newcastle,452.0,1155.0,False,False,2021-05-16 06:11:59
New work @ Sydney  Australia ,en,151.20797,-33.86751,0,0,22110699,nothing,495.0,60.0,False,False,2021-05-16 06:12:23
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:12:24
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:13:37
Just posted a photo @ Lough Park Double Bay ,en,151.24676227,-33.88478637,0,0,1036344235,sydney,243.0,67.0,False,False,2021-05-16 06:13:38
Grief doesn’t say  “I’ve been here long enough  I think it’s time for me to leave.”  No. @ National Portrait Gallery ,en,149.13434839,-35.29966405,0,0,284514144,canberra,114.0,558.0,False,False,2021-05-16 06:14:23
Sometimes all you need is a sense of adventure and someone to share the memories with ❤️   #TeamBailey #DayDates #… ,en,151.20797,-33.86751,0,0,139740953,sydney,363.0,988.0,False,False,2021-05-16 06:14:25
"Join the Mastercard team! See our latest #Sales job openings  including ""Analyst  Account Manager""  via the link in our bio. #Melbourne  VI",en,144.96305759999996,-37.8136276,0,0,35732805,melbourne,405.0,261.0,False,False,2021-05-16 06:14:54
Just posted a video @ Seven Hills  New South Wales ,en,150.933,-33.7833,0,0,555869004,-33.787987,1123.0,5003.0,False,False,2021-05-16 06:15:20
Bourke.... loved it as always!!!! ❤️ Seeya soon for the #bushpubstour2021 @amberlawrencemusic #loveandliestour2021… ,en,145.9362359,-30.08887374,0,0,26953371,australia,6643.0,109.0,False,False,2021-05-16 06:15:49
Category is: Japanese utility chic (c/- @charlton.studio)  and the maxi challenge is meeting Brum. 🚗💨 @ Paddington … ,en,151.2274,-33.8844,0,0,35428407,sydney,447.0,233.0,False,False,2021-05-16 06:16:51
Just posted a photo @ Sandown Racecourse ,en,145.16321905,-37.95330079,0,0,346413475,australia,341.0,218.0,False,False,2021-05-16 06:17:05
Skenes Creek Rd  (C119)  Tanybryn - lanes closed northbound  Road work has closed 1 lane and traffic… ,en,143.72518090000003,-38.66881064,0,0,18147028,victoria,115279.0,106.0,False,False,2021-05-16 06:18:02
It hasn’t been easy darlin’ @ Bateau Bay Beach ,en,151.48169,-33.38435,0,0,1249258341731143682,sydney,8347.0,345.0,False,False,2021-05-16 06:18:25
Sunset on Burleigh Hill. #sundayvibes @ Burleigh Head National Park ,en,153.45823338,-28.09395469,0,0,1724072449,burleigh heads,1298.0,1571.0,False,False,2021-05-16 06:19:04
On the way home now after a SUCCESSFUL closing  day gallery sitting the Ether exhibition at @neonparlour @ Neon Par… ,en,145.00069,-37.75662,0,0,1342354937053769729,nothing,5.0,123.0,False,False,2021-05-16 06:19:26
Just posted a photo @ All Time Studios ,en,145.00169,-37.81268,0,0,318211233,melbourne,349.0,835.0,False,False,2021-05-16 06:19:27
Just posted a photo @ El Topo Basement ,en,151.25082,-33.891420000000004,0,0,422751067,sydney,685.0,460.0,False,False,2021-05-16 06:19:29
Just posted a photo @ MSAC - Melbourne Sports and Aquatic Centre ,en,144.96168308,-37.84292908,0,0,45426198,australia,88.0,24.0,False,False,2021-05-16 06:19:39
Oh f***! He ain’t getting up either… en Suncorp Stadium ,en,153.00964729,-27.46496299,0,0,103504850,australia,604.0,924.0,False,False,2021-05-16 06:20:26
#amandaaldersonperthwaactor #amandaalderson #ourdemise #dollylama @ Perth  Western Australia ,en,115.858,-31.9513,0,0,1039708356,perthwa,3.0,21.0,False,False,2021-05-16 06:20:53
Quick hike #thewanderingmum #knapsackpark #knapsacklookout #elizabethslookout @ Elizabeth's Lookout ,en,150.63712915,-33.75829019,0,0,383222878,sydney,44.0,106.0,False,False,2021-05-16 06:21:22
WORLD WIDE FREEDOM RALLY MAY 15 2021 BRISBANE @ Brisbane  Queensland  Australia ,en,153.0284,-27.4699,0,0,59088290,brisbane,323.0,1114.0,False,False,2021-05-16 06:22:56
Kangaroos in economy / low bounce mode this morning  me too   2  degrees #brrrr #gravelbike @ Ballarat  Victoria ,en,143.85,-37.5667,0,0,197017161,merlincycles.com,1585.0,2050.0,False,False,2021-05-16 06:23:25
Crunch time - a splendid sunny day after the frosty dawn  great to crunch through the autumn leaves while walking b… ,en,149.08073073,-35.25808344,0,0,344351138,canberra,66.0,96.0,False,False,2021-05-16 06:26:16
Client visit 🍺 @ Stock Exchange Hotel ,en,153.02851,-27.46954,0,0,365529144,nothing,126.0,381.0,False,False,2021-05-16 06:27:08
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:27:34
This months collaborations and releases. Top aussie talent llys a humbled guitarist. #guitaristsofinstagram… ,en,145.04721999999995,-37.89036,0,0,86787817,melbourne,38.0,169.0,False,False,2021-05-16 06:27:44
#ourdemise #dollylama #amandaaldersonperthwaactor #amandaalderson #perthwa @ Perth  Western Australia ,en,115.858,-31.9513,0,0,1039708356,perthwa,3.0,21.0,False,False,2021-05-16 06:28:47
Sunday Beverage Time! @ Woodbine ,en,150.82451766,-34.04322509,0,0,2765452255,sydney,73.0,470.0,False,False,2021-05-16 06:29:50
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:29:51
INTERIM PICS: New England Lobster Rolls in the making #dinnerathome #firsttimemakingthese 🤞👩‍🍳 #afterpicstocome wit… ,en,144.9661,-37.8156,0,0,344422720,melbourne,2067.0,2309.0,False,False,2021-05-16 06:29:59
Someday you will look back and know exactly why it had to happen. (Unknown) 📸 by @rdzsdvs @ Marysville  Victoria ,en,145.74837,-37.50977,0,0,64390108,melbourne,628.0,108.0,False,False,2021-05-16 06:30:06
Just posted a photo @ Brisbane  Queensland  Australia ,en,153.0284,-27.4699,0,0,19877175,newcastle upon tyne,1413.0,948.0,False,False,2021-05-16 06:30:58
16 May 2021 #NRLStormDragons #NRLMagicRound #purplepride @ Suncorp Stadium ,en,153.00964729,-27.46496299,0,0,157348133,sports universe,555.0,581.0,False,False,2021-05-16 06:31:36
I'm at @GeekdomShop in Leura  NSW ,en,150.329631,-33.711938,0,0,18440626,wentworth falls,723.0,753.0,False,False,2021-05-16 06:32:17
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:32:35
刚刚发了照片 @ Blackburn North  Victoria ,zh,145.15434891,-37.80538236,0,0,2847155251,nothing,11.0,197.0,False,False,2021-05-16 06:32:55
I can’t get enough of this place. Take me back to the land down under pleaseeee! 🛫🇦🇺🦘💙 @ Bondi Beach  Sydney Austra… ,en,151.2862347,-33.7974475,0,0,47047335,nothing,208645.0,277.0,False,False,2021-05-16 06:33:20
Just posted a photo @ Thebarton Theatre ,en,138.56900301,-34.92352287,0,0,1267440386412122113,australia,49.0,0.0,False,False,2021-05-16 06:33:54
I'm at Thorndon Park Reserve in Paradise  SA ,en,138.68446553,-34.87504571,0,0,15114633,adelaide,251.0,1145.0,False,False,2021-05-16 06:35:09
#lakecolac Pier from above 📸  #dronephotography #droneaustralia #droneshots #dji #djiaustralia #djimini2… ,en,143.59886169,-38.30233111,0,0,1149141296293937152,victoria,3.0,31.0,False,False,2021-05-16 06:36:05
Just posted a photo @ Seven Hills  New South Wales ,en,150.933,-33.7833,0,0,555869004,-33.787987,1122.0,5003.0,False,False,2021-05-16 06:37:46
European and British art at the NGV. en National Gallery of Victoria ,en,144.96904304,-37.82260323,0,0,28650072,melbourne,320.0,890.0,False,False,2021-05-16 06:38:35
#amandaaldersonperthwaactor #amandaalderson #dollylama #ourdemise @ Perth  Western Australia ,en,115.858,-31.9513,0,0,1039708356,perthwa,3.0,21.0,False,False,2021-05-16 06:38:37
Just posted a photo @ Psychic Twin Featherz - Traveling Abroad ,en,153.0279,-27.46194,0,0,635199383,worldwide,95.0,15.0,False,False,2021-05-16 06:40:49
@diego  con su hermano junto en Maimi ,es,142.38299999999995,-3.733330000000001,0,0,2700872377,méxico,510.0,2219.0,False,False,2021-05-16 06:41:03
🤩🤩🤩 A winters delight —Parmigiana di Melanzane oven baked with Napoli sauce and Mozzarella Cheese  topped with parm… ,en,144.99526,-37.84021,0,0,218342970,melbourne,383.0,447.0,False,False,2021-05-16 06:41:38
I’ve got sunshine… 🌼 @ Gold Coast  Queensland ,en,153.3921,-28.0183,0,0,65184478,philippines,143.0,290.0,False,False,2021-05-16 06:41:56
#purple and #pink #octopus #Streetart #streetartaustralia #ironlak ##montmartre #acrylicpainting… ,en,151.67118,-30.21996,0,0,54692265,james' blue house free school,183.0,350.0,False,False,2021-05-16 06:43:12
Endymed Tightening loved by our clients for the instant and progressive long term results!  #endymed3deep… ,en,144.9661,-37.8156,0,0,36043289,yarraville,17.0,23.0,False,False,2021-05-16 06:43:42
Just posted a photo @ Australia ,en,135.0,-25.0,0,0,708302842025496577,australia,30.0,168.0,False,False,2021-05-16 06:44:27
Just a bit wet 😂  Not you can really tell from this @ Melbourne Cricket Ground (MCG) ,en,144.98346154,-37.81984,0,0,24672578,ballarat,109.0,419.0,False,False,2021-05-16 06:44:52
Just posted a photo @ Hampton Food &amp; Arts Festival ,en,152.06924129,-27.35770563,0,0,346477788,nothing,418.0,470.0,False,False,2021-05-16 06:45:11
Last chance to take you to your dream place. Twende Diani. Haina form ya Madaraka Day. DM now! Travell with us… ,en,138.6,-34.9333,0,0,1126907178223378432,nairobi kenya,776.0,868.0,False,False,2021-05-16 06:46:24
Just posted a photo @ Solar Recruitment ,en,145.33210830000004,-37.81072260000001,0,0,4750336632,croydon,5.0,6.0,False,False,2021-05-16 06:50:22
This job might be a great fit for you: Captioner - ,en,151.2092955,-33.8688197,0,0,35664284,sydney,227.0,164.0,False,False,2021-05-16 06:50:52
Just posted a photo @ Sandee Rain Boutique ,en,144.96425629,-37.81792077,0,0,88257672,victoria,14.0,103.0,False,False,2021-05-16 06:52:28
How often are displays like this left abandoned  see them everywhere  still powered up but no one knows how to load… ,en,151.20797,-33.86751,0,0,12113172,sydney,807.0,1777.0,False,False,2021-05-16 06:54:43
เพิ่งโพสต์รูปภาพ @ South-East Asia ,und,152.96365559,-26.8385016,0,0,1242685543231582216,nothing,0.0,46.0,False,False,2021-05-16 06:55:05
GO BLUES 😬 @ Melbourne Cricket Ground (MCG) ,en,144.98346154,-37.81984,0,0,33140075,perth,165.0,138.0,False,False,2021-05-16 06:56:08
Nails the flavour  but doesn't have enough body for the ABV. - Drinking a Choc Cherry by @BadShepherdBrew @ Wilsont… ,en,151.917,-27.5431,0,0,615960562,queensland,3764.0,237.0,False,False,2021-05-16 06:56:42
Tony’s #advancedadventures dive group revelled with the #oceancreatures diving the #exhmassdelaide today. The… ,en,151.45817,-33.3641999,0,0,16198171,nsw central coast,326.0,292.0,False,False,2021-05-16 06:57:32
Just posted a photo @ Rottnest Island  Western Australia ,en,115.54157502,-31.99586082,0,0,75231438,melbourne,128.0,216.0,False,False,2021-05-16 06:58:30
BONG! BONG! BONG! BONG! BONG,tl,147.330281,-42.882541,0,0,93309166,9 elizabeth st,430.0,3.0,False,False,2021-05-16 07:00:09
The Quokka - happiest animal on earth taking a selfie with a Red Signature fx splash on Rottnest Island Western Aus… ,en,115.54157502,-31.99586082,0,0,75231438,melbourne,128.0,216.0,False,False,2021-05-16 07:01:24
Just posted a photo @ Griffith University Gold Coast ,en,153.38107109,-27.96222463,0,0,738305389729439744,gold coast,72.0,118.0,False,False,2021-05-16 07:01:52
#tree @ Clontarf  New South Wales  Australia ,en,151.257,-33.8097,0,0,160031778,sydney,2492.0,2495.0,False,False,2021-05-16 07:02:11
Board Life #cavesbeach #booderee #jervisbay #sundays #livingthedream @ Cave Beach ,en,150.67332745,-35.16362261,0,0,2225880756,bondi beach ~ sydney,269.0,629.0,False,False,2021-05-16 07:03:40
At Thermo Fisher Scientific  what you do every day will be meaningful. Click here to view our open positions in… ,en,144.96305759999996,-37.8136276,0,0,72434875,melbourne,139.0,120.0,False,False,2021-05-16 07:04:24
Got my mate Jack over for the evening. #sundayfunday #jackdaniels #eveningdrink @ Rockhampton  Queensland ,en,150.50364,-23.37422,0,0,164614343,rockhampton,300.0,830.0,False,False,2021-05-16 07:04:26
Drinking a Mad Mike's Mead by Hilltop Meadery @ Hilltop Meadery — ,en,151.917,-27.5397,0,0,615960562,queensland,3764.0,237.0,False,False,2021-05-16 07:04:44
Just posted a photo @ Adelaide  South Australia ,en,138.6,-34.9288,0,0,2449263588,adelaide,35.0,27.0,False,False,2021-05-16 07:05:11
Charlie in his new Hound Tee in Rosalind Park  Bendigo ❤ #bendigo #rosalindparkbendigo #autumn🍁  #autumntrees🍁🌲🍂… ,en,144.28143,-36.75751,0,0,20360296,melbourne,910.0,216.0,False,False,2021-05-16 07:07:45
I'm at John Doe’s Local Bar in Adelaide  SA ,en,138.59426000000002,-34.934579,0,0,3408951,adelaide,2350.0,3088.0,False,False,2021-05-16 07:10:03
Drinking a Hoppy Stout by Inner North Brewing Co @ Inner North Brewing Co — ,en,144.958,-37.7673,0,0,22658177,melbourne,488.0,412.0,False,False,2021-05-16 07:11:38
Sunday hug my love come on ❤️❤️ Sos encantador ven y abrázame #diegoarnary @ Sydney  Australia ,es,151.20797,-33.86751,0,0,26699744,the world,13342.0,167.0,False,False,2021-05-16 07:12:22
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,344422720,melbourne,2067.0,2309.0,False,False,2021-05-16 07:13:42
I'm at Panda Brisbane in Brisbane  QLD ,en,153.025645,-27.470846,0,0,551611541,brisbane,285.0,239.0,False,False,2021-05-16 07:14:10
Just posted a photo @ Bilambil Heights ,en,153.48589990000005,-28.21072,0,0,1317936978407555072,nothing,67.0,121.0,False,False,2021-05-16 07:18:25
Que fim de semana! Obrigada a todos por tudo 🥰 e em especial a esse meu marido maravilhoso 😘 em Gold Coast  Queensl… ,pt,153.3921,-28.0183,0,0,48425712,brasil,161.0,93.0,False,False,2021-05-16 07:18:34
Conociendo Port Arthur  historic site y parte del complejo de cárceles del ex imperio británico que son World Herit… ,es,147.8505215,-43.14573789999999,0,0,33513321,🐨🦘🐍🦈🕷,2292.0,251.0,False,False,2021-05-16 07:19:21
Just posted a photo @ Homebush Bay ,en,151.06488000000004,-33.848009999999995,0,0,289680933,out of this world,383.0,1210.0,False,False,2021-05-16 07:22:59
#NixLiyah @ The Log Cabin Ranch ,en,145.4246373,-37.89009084,0,0,238511362,melbourne,603.0,1713.0,False,False,2021-05-16 07:23:29
I made this cocktail using Rose Prosecco  #Nudie Pink Lemonade and #vodkasodaand . I name it Riverleigh Sunset! @ R… ,en,153.33576619999997,-27.87778655,0,0,1335494207121702916,hope island,6.0,82.0,False,False,2021-05-16 07:25:09
Just posted a photo @ Mahon Pool ,en,151.26384529,-33.94305255,0,0,23982577,bondi,75.0,218.0,False,False,2021-05-16 07:28:06
It's 5 o'clock in Murray Bridge,en,139.27345,-35.11986,0,0,2202066812,nothing,1767.0,1.0,False,False,2021-05-16 07:30:03
Definitely tastes like a pina colada  good amount of pineapple and coconut - Drinking a Welcome To Hollywood Pina C… ,en,151.964,-27.5778,0,0,21168268,toowoomba,231.0,317.0,False,False,2021-05-16 07:31:43
When winter hits  the PJ’s come out… #greyhoundsofinstagram #rescuedogsofinstagram #greyhoundlife @ Oran Park ,en,150.72339,-34.00567,0,0,116591442,sydney,373.0,383.0,False,False,2021-05-16 07:32:10
😊 @ Wallan  Victoria ,en,144.97942,-37.41292,0,0,25960214, victoria,560.0,2149.0,False,False,2021-05-16 07:32:42
Just posted a photo @ Braeside Park ,en,145.12294818,-38.00048007,0,0,182313622,melbourne,33.0,54.0,False,False,2021-05-16 07:33:01
How a GT3 car should look.   @astonmartinracingofficial @tonyquinn3   | Captured on the Canon EOS R5… ,en,145.22990227,-38.49800418,0,0,3034600692,australia,54.0,360.0,False,False,2021-05-16 07:33:13
Today’s flower that caught my attention was at the Roma Street Parklands. . . #visitbrisbane #brisbaneanyday… ,en,153.01879048,-27.46341953,0,0,31044863,australia,29.0,136.0,False,False,2021-05-16 07:33:26
Another try! My streak lives on!!! en Suncorp Stadium ,en,153.00964729,-27.46496299,0,0,103504850,australia,604.0,924.0,False,False,2021-05-16 07:33:29
Just posted a photo @ The Magic Pudding Tamworth ,en,150.92864,-31.08979,0,0,2528893296,295 peel street,255.0,554.0,False,False,2021-05-16 07:39:29
Rocky beach at Kekesu. Teonita-Teop  Tinputz District  North Bougainville.  #raunraunphotos #people #places… ,fi,154.67277778,-5.42194444,0,0,1321819555,divine word university,571.0,268.0,False,False,2021-05-16 07:40:38
DSS 43 receiving data from THEMIS C at 1.0Mb/s. IN LOCK OFF 1 MCD,en,148.981667,-35.401389,0,0,3380828067,goldstone,6504.0,13.0,False,False,2021-05-16 07:41:31
Just posted a photo @ Victoria Park Golf Complex ,en,153.02034275,-27.45076142,0,0,176710586,brisbane,7988.0,1004.0,False,False,2021-05-16 07:42:25
Just posted a photo @ The Lakes Golf Club ,en,151.21251803,-33.93363809,0,0,2419977829,sydney,114.0,237.0,False,False,2021-05-16 07:42:30
【M5.0】NEW BRITAIN REGION  P.N.G. Depth 84km May 16  2021 07:28:58 UTC (G),en,151.76,-5.54,0,0,1144740888,nothing,1561.0,0.0,False,False,2021-05-16 07:44:04
【M5.0】REG. NUEVA BRETANA  PAPUA NUEVA GUINEA 84km 16/05/2021 07:28:58 UTC #Sismo (G),es,151.76,-5.54,0,0,2920049156,nothing,2606.0,1.0,False,False,2021-05-16 07:44:04
Beautiful day in Brisbane. . . #visitbrisbane #brisbaneanyday #viewsofbrisbane #thisisqueensland #australia… ,en,153.0284,-27.4699,0,0,31044863,australia,29.0,136.0,False,False,2021-05-16 07:44:05
That's all we can eat 😋😋 @ OKAMI Japanese Restaurant ,en,151.04147,-33.83948,0,0,170664883,sydney,78.0,86.0,False,False,2021-05-16 07:44:10
Riding #esk8 at the national #museum @ National Museum of Australia ,en,149.12103653,-35.29294683,0,0,23756458,vic,152.0,162.0,False,False,2021-05-16 07:44:20
Doğu New Britain  Papua Yeni Gine büyüklük 5.0 M (16 dk önce) derinlik 84.0km 5.54°S 151.76°E 16 Mayıs 2021 10:28:5… ,tr,151.76,-5.54,0,0,4228521651,türkiye,17957.0,4.0,False,False,2021-05-16 07:45:02
Just posted a photo @ Melbourne  Victoria  Australia ,en,144.9661,-37.8156,0,0,26123141,647 chapel street,9326.0,1226.0,False,False,2021-05-16 07:45:37
All Japanese Cars and Coffee @kitchen8northgate #JDM 🔰🚘🚗🇯🇵 @ Kitchen 8 ,en,153.07809099,-27.38685735,0,0,24356575,brisbane,691.0,553.0,False,False,2021-05-16 07:46:11
Just posted a photo @ Blumenhaus - id ,en,115.29190063,-12.54920165,0,0,952119697536794625,kota madiun,2.0,0.0,False,False,2021-05-16 07:47:11
Oh yeah!!!! Well done Parra. @ Sydney  Australia ,en,151.20797,-33.86751,0,0,16074634,sydney,78.0,331.0,False,False,2021-05-16 07:47:33
All Japanese Cars and Coffee @kitchen8northgate #JDM 🔰🚘🚗🇯🇵 @ Kitchen 8 ,en,153.07809099,-27.38685735,0,0,24356575,brisbane,691.0,553.0,False,False,2021-05-16 07:48:03
Div 3 volleyball semi final time. Div 1 team didn’t quite make it 😳🏐 (@ Keysborough College - North Campus) ,en,145.15943548,-37.96810248,0,0,147466679,melbourne,454.0,2398.0,False,False,2021-05-16 07:49:10
